artist,song,id,key,mode,loudness,danceability,valence,tempo,instrumentalness,liveness,energy
Spectrals,Dip Your Toe In,49jsf1ClAwJ2x11EELBhjp,8,1,-6.539,0.547,0.7909999999999999,126.818,0.0427,0.114,0.733
Nashville Cast,If I Didn't Know Better - Radio Mix,3wxVXj4TQR17oi4CGUMVMr,11,0,-7.922000000000001,0.54,0.449,86.999,0.0,0.146,0.44299999999999995
Lonnie Youngblood,Soul Food (That's What I Like),7GX0FEHNvfaSoRo8cT9UhZ,7,1,-7.223,0.6779999999999999,0.835,135.14700000000002,0.00034500000000000004,0.109,0.6509999999999999
Red Jacket Mine,Bellar & Bawl,34T8uIBUCes8Fwx2edJ3B8,0,1,-6.3839999999999995,0.611,0.655,142.157,2.33e-06,0.0671,0.847
Joyce The Librarian,Follow Me I'm Right Behind You,2iceO09UB00VIzcZ5qlowY,0,1,-8.421,0.512,0.575,207.88400000000001,0.0503,0.11199999999999999,0.513
Agalloch,Odal,0IlMna5BuhxBwPZQfZexDA,1,0,-11.886,0.114,0.0392,71.171,0.8859999999999999,0.106,0.628
Red Sparowes,A Mutiny,4i39VKIzzOgVQS1OPoXvFG,2,0,-7.984,0.247,0.13,135.44799999999998,0.878,0.10800000000000001,0.526
Mike & The Mechanics,Reach Out (Touch the Sun),3o0NphenbjqYKWAa0ASjQ0,9,0,-5.187,0.381,0.415,203.922,0.00045,0.121,0.7440000000000001
Tamar Braxton,White Candle,0OFV7CCqynYJ3vSBjiy37b,6,1,-7.085,0.38799999999999996,0.38299999999999995,79.021,0.0,0.122,0.38
Black Joe Lewis,Skulldiggin,7u4MGCkpe4t6h3FqcYdEc1,8,1,-2.9360000000000004,0.168,0.483,184.889,0.168,0.09,0.8390000000000001
La Húngara,A Menta y Limón,02SOsUfWt4CWSZdHxvQjYh,7,0,-5.249,0.727,0.797,93.40299999999999,0.00010700000000000001,0.395,0.784
Willie Nile,The Man Who Used To Be,2wYKYd5XbuS9Polf1Lq6Zb,7,1,-8.267000000000001,0.5589999999999999,0.536,117.977,0.0,0.0958,0.628
Monobloco,Pra São Jorge,1IEq47keWoZeK9oa65spyR,3,1,-7.446000000000001,0.792,0.782,114.992,0.0,0.145,0.612
Brian Bromberg,Elephants On Ice Skates,0K6pSQ1hwpkIi73on3rqJ6,8,1,-7.244,0.588,0.55,176.002,0.752,0.0817,0.7120000000000001
The Turtles,Glitter And Gold (Mono),28Awm0M3zxOgHdacVOpOMe,10,1,-7.943,0.522,0.898,151.92,1.3000000000000001e-05,0.106,0.669
Meridian,Summer Inside [ASOT 612] - Original Mix,42nW6WbNw1Mpv709ho2CTC,8,0,-12.458,0.5,0.28300000000000003,131.987,0.892,0.535,0.8420000000000001
Celer,Bedded in Shallow Blades,3Uuc7JFzNIAYzfJ1qKAOno,2,0,-41.718999999999994,0.13699999999999998,0.037000000000000005,141.308,0.9359999999999999,0.0756,0.00476
Jeff Campbell,Dollars for Dimes (Live),1EMhOFxsyuzSfCtwKNadcx,5,1,-18.203,0.455,0.402,170.688,0.0126,0.6970000000000001,0.20199999999999999
The Dunwells,Was It All Worth It,3IHo4fTnaKctLjBUO3O6Gb,6,1,-11.707,0.467,0.0916,94.01100000000001,0.0016899999999999999,0.113,0.499
Jatin-Lalit,Aao Na Aao Na,5kxxn1XFObjJndGbBIzPV0,2,1,-7.098,0.43700000000000006,0.272,77.796,0.0,0.114,0.517
Gaetano Donizetti,"Donizetti: La fille du Regiment: Les voila loin; que votre frayeur cesse! - Peasant, Hortensius, Chorus, Marquise - Act One",5o9R07Vlkfnrdv8rmexTzh,7,1,-15.542,0.381,0.43,132.368,0.5479999999999999,0.888,0.46399999999999997
Mobb Deep,Just Got Out The Box,7iXJqLPzb13ehDJh4fPhc6,9,1,-15.98,0.733,0.7709999999999999,83.947,0.0,0.537,0.336
Ethernity,Can't Stop Loving You - Video Edit,4JxB0eTnnClhvjzX1JoXXy,6,1,-4.045,0.626,0.528,128.006,0.000151,0.165,0.89
Orbital,Pay Per View,2hfhUY0ccuXaJJ6p4knDPx,6,0,-8.378,0.6629999999999999,0.862,132.013,0.845,0.401,0.75
James Supercave,A Million Days,1CdEj80yrTbR84h8KcV9d8,9,1,-6.773,0.652,0.281,101.96,0.0367,0.0946,0.46299999999999997
Momus,Of Course Howard,2Q0Kvt1eaw9mNm5iNNc0xf,4,0,-8.56,0.22699999999999998,0.298,72.082,0.912,0.0902,0.6920000000000001
Opeth,Porcelain Heart,1yEvXdpXjyDclX2yH13hE7,2,0,-7.3870000000000005,0.287,0.159,130.028,0.242,0.0899,0.6990000000000001
Impact,Kol Nedra,2Rgnl1KL2j2HoJptEnT7Jc,9,1,-8.797,0.8290000000000001,0.6459999999999999,144.985,0.888,0.0829,0.8190000000000001
Samo Salamon,Pointe du Raz,6K3f5xCrCXJYjaXHHEMycS,1,1,-15.940999999999999,0.363,0.33299999999999996,92.714,0.848,0.0948,0.45799999999999996
Kalimba,Yo No Nací para Amar,5uT9EGJMMMpciXGqg2hFo4,2,0,-8.294,0.433,0.39399999999999996,103.09299999999999,0.0,0.0982,0.34700000000000003
[ingenting],Syster Dyster,5cFrcISfV0TYYGXr0KSceL,7,1,-4.087,0.45899999999999996,0.848,115.48,0.00919,0.193,0.86
Ismael Serrano,Rebelion en Hamelin,2qCuhCtUCh4bUuWdZQgQiD,9,1,-9.634,0.614,0.7070000000000001,154.84799999999998,0.0,0.20600000000000002,0.501
Toys That Kill,They Caught Us All,6hdMhNZozIcl6mRDcKcRDS,9,1,-2.741,0.542,0.545,147.782,6.55e-06,0.0775,0.9179999999999999
Casting Crowns,'Tis So Sweet To Trust In Jesus,68QjFdBRwqWSgfxRnEu9SZ,7,1,-13.388,0.415,0.363,80.21,0.0,0.12300000000000001,0.192
Sheriff Music,Wonda Woman Riddim,6w26OPIjyyH0NzxQT1NKA0,9,1,-12.975999999999999,0.799,0.973,127.999,0.708,0.0555,0.895
The Cherry Bluestorms,A True Heart Wears a Thorny Crown,4a54GVTY2fOzSbcPpAYK1k,9,1,-5.196000000000001,0.37,0.385,109.139,1.8100000000000003e-05,0.12300000000000001,0.759
Lost Bear,Bomberman's Friend,3LgkLdrAm0Rl9sbjJVPMsY,10,1,-7.4479999999999995,0.519,0.332,126.17,0.159,0.0883,0.71
Saigon Kick,Peppermint Tribe,6xARBhXx4P4x3akJyvjTk8,9,1,-9.165,0.513,0.645,93.926,0.00292,0.264,0.774
Oh No,Skit: Callin' in T. for Some Food,4oXCijye8UtblC8leas8ob,2,0,-13.917,0.613,0.976,164.65599999999998,0.000699,0.627,0.455
Patti LaBelle,Lady Marmalade - Live (1991 Apollo Theatre),4C8EnMBXOEZT5A5Py9U2Sv,5,1,-6.931,0.611,0.899,128.555,0.000149,0.637,0.893
t.A.T.u.,"Ne Ver, Ne Boisia - Eurovision 2003 Version",4MuQWNaW51V9LRocFQUZRU,10,0,-5.419,0.6709999999999999,0.619,136.029,6.08e-05,0.436,0.8140000000000001
Goldsound Karaoke,One Love (Full Vocal Version) [in the Style of Bob Marley],6cS17NyTs6ir3bG7in9Rae,8,0,-9.445,0.725,0.9009999999999999,95.021,0.0,0.466,0.563
Sneaky Sound System,Because Of You People Say I'm Crazy,2YTZKh0A0MG5CEt7C2zCEj,4,0,-4.602,0.5870000000000001,0.8029999999999999,127.973,0.000178,0.0807,0.898
Carl Friedrich Abel,Viola da Gamba Suite in D Major: II. Allegro,6FTlQxUdNi2K7KoeJMqFAQ,1,1,-27.623,0.405,0.7340000000000001,90.271,0.804,0.11,0.075
FREEMAN,Golden Monkey,4GIztwweSY2FkU0XwwCU8X,2,1,-8.127,0.7140000000000001,0.503,131.961,0.111,0.0909,0.48100000000000004
Richard Thompson,Down Where the Drunkards Roll,5s4YluHEFJiuzunpdM2tON,7,1,-11.517999999999999,0.564,0.247,124.66799999999999,0.0187,0.0918,0.267
Alex Holl,Electrosonix - Hot Water Mix,5qafVnWT3cj4xOXQCWDLEQ,11,0,-9.296,0.63,0.12300000000000001,132.004,0.904,0.14,0.8420000000000001
Cevy Chamaro,Sukka MC's - Cevy Chamaro Remix,01XUwuKCiimGCTDNGbLAmt,9,0,-7.108,0.723,0.302,128.017,0.0692,0.33299999999999996,0.8029999999999999
Everything is made in China,Moving Fragments,0VQHxJNvdi0JcaZIshenew,9,1,-4.947,0.282,0.0863,131.931,0.85,0.0941,0.7090000000000001
José González,How Low,3aEepO6iGpibS1LCX4fGAw,5,0,-10.411,0.7,0.41600000000000004,151.263,0.872,0.11699999999999999,0.298
Bjørn Eidsvåg,Forbuden Frukt,3wwtIjRgQ5eoG2EF4QrkfU,7,1,-12.354000000000001,0.38,0.26899999999999996,159.74200000000002,0.00011599999999999999,0.0393,0.261
Hatfield & The North,Gigantic Land Crabs In Earth Takeover Bid,13yYZmsvbKyeOVQCsRzIH0,5,1,-17.727999999999998,0.26899999999999996,0.445,84.131,0.386,0.212,0.344
Grupo Bryndis,Cómo Olvidar,2iXwL1y168b9gpmBRyXODg,7,1,-9.311,0.705,0.773,80.042,0.00011999999999999999,0.134,0.5820000000000001
Yaga & Mackie,No Seas Bobo,1bBmQnuw8Vq89P1vhLBRtP,6,0,-6.377999999999999,0.738,0.795,180.054,0.0159,0.184,0.907
Myq Kaplan & Micah Sherman,Micah's Dead,4Xx8nJKBBVIYDVs4RZEB4q,5,1,-5.872999999999999,0.40399999999999997,0.784,55.928000000000004,0.0,0.9520000000000001,0.917
Canaan's Crossing,Hold Back The Sea,3RBJBgwLLdF2JXedbcRphb,7,1,-6.553,0.49700000000000005,0.317,151.74200000000002,0.0,0.27,0.31
Relient K,High of 75,6cnHfZVGarCNmprtOSohVZ,11,1,-5.297000000000001,0.604,0.674,136.92600000000002,0.0,0.15,0.91
Carnival of Thieves,A Man Dressed in Black,3tyV6dX3BFMK15V9luojfi,4,0,-7.0120000000000005,0.445,0.544,140.069,0.0153,0.106,0.7490000000000001
Anouk,R U Kiddin' Me,5Vw62ibIpFcjvdzANTACKE,4,1,-5.671,0.532,0.693,88.89200000000001,0.0005690000000000001,0.0925,0.8170000000000001
Duo Live,Summer Stacks feat. Angie Stone,2DryKLSjnB3XENQQ0kJLfA,6,1,-8.814,0.452,0.6679999999999999,176.80700000000002,0.00115,0.131,0.495
Miguel Bosé,Dame argumentos,74nRH9wwnPjcHjTMTM0Quf,2,1,-4.8,0.518,0.0813,120.029,1.0300000000000001e-05,0.0813,0.66
MGMT,Indie Rokkers,0wYPM5pexJu96AClrozpIh,4,1,-8.226,0.591,0.434,139.97299999999998,0.45299999999999996,0.114,0.863
Telepathic Teddy Bear,I Won't Look Down,47QHI5kvco8BSccNw4v7am,9,0,-7.486000000000001,0.603,0.204,120.007,0.000308,0.10400000000000001,0.655
Kylie Minogue,Better Than Today - The Japanese Popstars Mix,1goj0UHR5HpZ8oiRsPQXlH,5,1,-8.362,0.664,0.322,129.985,0.903,0.505,0.7390000000000001
The Playtime Allstars,Theme from Bob the Builder: Can We Fix It?,2cTnT8IDFljhk3Oj8oBMJz,4,1,-13.462,0.7,0.519,134.07299999999998,4.92e-05,0.207,0.8240000000000001
ADHD Syndrom,(Nie)Grzeczna Dziewczynka,73VndbhOslRYsUGHNmbZeZ,6,1,-2.725,0.327,0.7070000000000001,185.22400000000002,0.0,0.444,0.9690000000000001
The New Life Community Choir,Wait On Him,1TU0UK4ZuPWiqmC4aH1n8j,6,1,-5.12,0.6990000000000001,0.924,143.172,0.0,0.20600000000000002,0.938
Andrea Motis,Baritone Rhapsody - Live,4rRzGEM1oWaHDttXgpPITN,5,0,-6.3389999999999995,0.634,0.6659999999999999,112.31200000000001,0.0235,0.132,0.578
Nick Olman,Eternal Servants to the Departed,2WaGpTNWuaIbyMKEzSU7BR,5,0,-16.464000000000002,0.158,0.0517,133.543,0.00483,0.11599999999999999,0.528
Rolfe Kent,"B.R.a.V.O., Mr. Trilby",3fkdlZTwh4fYggIxOAW1TN,2,1,-21.998,0.45,0.21600000000000003,115.67,0.84,0.11,0.027999999999999997
Wyclef Jean,Where Fugees At?,5owlqzop7WscxjowZs0yJF,7,1,-7.027,0.649,0.693,174.583,3.63e-06,0.34700000000000003,0.8759999999999999
Javier Colon,How Many People Can Say That,0bB4oq4wyAJXjPDAqSUISe,0,1,-6.047999999999999,0.555,0.8170000000000001,88.95,0.0,0.0758,0.797
Quando Quango,Atom Rock - New York Remix,7aFGTRsxjSVHm3uY1YNhNA,1,1,-6.377000000000001,0.772,0.526,119.124,0.37799999999999995,0.233,0.789
Los Tremendos Gavilanes,El Maestro de la Escuela,1gwx3zQ7scEOh1SVa8FK8F,9,1,-7.196000000000001,0.7909999999999999,0.818,97.93700000000001,0.0,0.0227,0.63
Murray Gold,"Run, Sexy (feat. The BBC National Orchestra of Wales)",3S1q94JQZtKz8l6Z0Q4Cad,2,1,-10.004,0.193,0.0784,140.21200000000002,0.9229999999999999,0.331,0.511
Jessita Reyes,Thunderstorms as Evening Approaches,3uB1SzPZTreFgqT3ok0D6x,2,0,-22.052,0.20600000000000002,0.0924,81.039,0.10400000000000001,0.17300000000000001,0.105
Oscar Salguero,Like A Prayer - Club Mix,3yxZdEzbr8TzqhmDz6j6JQ,2,0,-5.376,0.858,0.47200000000000003,127.48899999999999,0.218,0.0331,0.746
The BossHoss,Word Up - UK 08 Version,1PVBtAXr02VQX0idJxrKly,11,1,-3.948,0.6829999999999999,0.902,120.016,3.2200000000000003e-05,0.37,0.963
Raymond Scott,Don't Beat Your Wife Every Night!,4qn2zGnLpLLjlvfLHyOAqL,11,1,-11.995,0.63,0.21100000000000002,101.609,0.151,0.595,0.488
Georg Philipp Telemann,"Concerto for Treble Recorder, Strings and Continuo in C: 3. Andante",6vqAcP9LWGJ489iJ1edELh,8,0,-18.500999999999998,0.276,0.156,83.32700000000001,0.0391,0.16399999999999998,0.0922
The Blues Brothers,Cheaper To Keep Her,179NmmjhDK3XMWLrMfMXO7,5,0,-4.0,0.575,0.748,125.945,0.0,0.975,0.857
Cumbia Latin Band,La Camisa Negra|cumbia,2CH93TGXaVcCQUucs3DfPO,7,1,-3.798,0.82,0.897,105.005,0.0,0.0665,0.86
Manos Hadjidakis,Never On Sunday,1SMBpLpsV7xLtVyKDgwl83,8,1,-11.890999999999998,0.551,0.556,122.86200000000001,6.47e-05,0.08900000000000001,0.305
Laurie Anderson,Wildebeests,4G0ztDdmcYWq6sgETvADwR,7,0,-27.002,0.42100000000000004,0.159,116.944,0.114,0.374,0.0394
Jane Austen & Wendy Ellison Mullen,Chapter 47 pt 2,5H2ziiZGm9eoH82RLlkUlj,10,0,-17.726,0.718,0.348,125.679,0.0,0.166,0.14300000000000002
Elbow,Puncture Repair,7auzMMTYILDIZCzrITA9Lk,11,0,-22.826,0.54,0.45,127.021,1.05e-05,0.21,0.0221
Ronnie Milsap,(You're an) Exception To the Rule,3AaqmLdD8Zb4yGTfRCIXkB,9,1,-10.253,0.631,0.821,132.469,0.000103,0.135,0.498
Marianne Dissard,Les Draps Sourds,0mQAmbNXQUp7GVcGXIbF3E,4,0,-8.177,0.645,0.9059999999999999,137.59799999999998,0.0715,0.32,0.738
Kansas,Relentless - Remastered,5O4rVUjsG66l2nArhYW57m,9,1,-6.792999999999999,0.39,0.7490000000000001,139.839,3.5000000000000004e-06,0.0543,0.68
Tim and Eric,Wipe My Butt,52VO6kgllCbaeyBCUmBojo,7,1,-7.944,0.9440000000000001,0.5760000000000001,119.89,0.0223,0.39299999999999996,0.483
Megafauna,Carnie Girl,0xQxZ5lIULNonbDaLfJI2u,2,1,-8.289,0.268,0.26899999999999996,174.775,0.000234,0.0952,0.305
Chambao,Camino Interior - Too Much Ibiza Mix,7c18DqhugkNOJEpMipmwhc,6,0,-9.586,0.633,0.302,165.94099999999997,0.132,0.0666,0.638
Andreas Fulterer,Zusammen sind wir ein Feuer,0luDyqoNgET6APYQI1YaED,9,1,-5.1080000000000005,0.687,0.763,108.009,0.0,0.111,0.826
Extraperlo,Noche en la Montaña,1ppWnEVb0BB0LhqdKI5MgF,11,0,-10.039,0.75,0.586,125.945,0.11599999999999999,0.0992,0.633
Kaleidoscope Jukebox,Symmetric String Theory,1hMb7HQSgllXeLBRZF42uJ,5,0,-5.28,0.619,0.706,91.006,0.8859999999999999,0.0496,0.932
The Band,Across The Great Divide - Live At The Academy Of Music / 1971,1YQvkXTT2LxPRvJS6luESm,5,1,-6.149,0.5529999999999999,0.723,105.069,0.0,0.748,0.7829999999999999
Natasha Bedingfield,Soulmate,2Ykf8tMyWIf9WZNIZlk1UP,3,0,-5.56,0.45299999999999996,0.349,169.753,0.0,0.11699999999999999,0.602
Ghost Transmission,Bring your flowers,7hUdEJLmJuG0eBqM0dum3B,6,0,-6.585,0.374,0.512,99.944,0.8859999999999999,0.10099999999999999,0.778
Gramatik,Cool Thieves,6NIb0L2NihTFqQvou5NnxB,1,1,-3.9760000000000004,0.792,0.616,100.01100000000001,0.894,0.0731,0.956
Lanterns on the Lake,Keep on Trying,5lxduOsZmaUdSpRuGGqs4b,10,1,-11.832,0.377,0.22699999999999998,79.419,0.00247,0.0811,0.374
Liquid Bloom,Emerging Love,1NubB8ud69ljCB4ScQGgSd,4,1,-15.607999999999999,0.332,0.077,119.98,0.449,0.8079999999999999,0.45
Johann Sebastian Bach,"Christe, aller Welt Trost, BWV 670",2hBY7YOncGrRtFoZH5Hr6A,0,0,-19.615,0.16899999999999998,0.127,124.93,0.833,0.128,0.10800000000000001
Gregory Isaacs,Let Off Supm,46cGvVXlo6INoYDNKqtYbl,0,0,-11.674000000000001,0.835,0.87,139.791,0.000405,0.102,0.364
Nach,2055,57gHGn3oHq2Y5MILpGxe0Y,9,0,-5.855,0.647,0.747,139.513,0.0,0.377,0.727
Jad Fair & Danielson,Solid Gold Heart,4wfGRk0rAMCWiE2x0KugeA,11,1,-8.495,0.6609999999999999,0.387,110.06299999999999,0.004529999999999999,0.122,0.515
The Crystal Method,Busy Child - Sta Remix,5hduockfz6GoMzlrbQNCy2,8,1,-4.87,0.601,0.623,127.977,0.414,0.0623,0.7020000000000001
Kora,Story Ain't Over,72enXYydTYv5Yngt0dUXVk,4,0,-11.109000000000002,0.773,0.31,111.984,0.0012699999999999999,0.0777,0.586
Alberto Iglesias,Islay Hotel,36j66TWV5QssMMqCTPm8zV,0,1,-24.443,0.303,0.13699999999999998,99.039,0.9490000000000001,0.10800000000000001,0.0765
Helicopter Girl,This Far Out,58kwWSiT3ELTX53izB9nfg,2,0,-8.64,0.48200000000000004,0.551,180.05,0.158,0.107,0.6890000000000001
Tatanka,Gangsta [Mix Cut] - Original Mix,3CBjxCKXWdhw6eQ4kL4X8j,7,1,-6.725,0.664,0.27699999999999997,150.339,0.145,0.309,0.922
Cluster,Apropos Cluster,0oTT8CP9lPc0fWhJAjyoLT,2,1,-15.252,0.447,0.115,148.9,0.511,0.0585,0.271
Kenny Wayne Shepherd,I Love The Life I Live,52tGDmu8LTWrBDJ2BudGBT,4,1,-3.7260000000000004,0.473,0.698,104.321,0.0215,0.221,0.825
Enno Bunger,Ein Astronaut,0f9ea7j5BcMNqrWOpRUkiP,0,1,-9.661,0.256,0.134,126.62200000000001,0.361,0.10800000000000001,0.574
Niklas Gustavsson,"Cool Cat, Hot Dog - Original Mix",4J00I5EZyeNlLxgr8lXc01,4,0,-5.75,0.853,0.10400000000000001,126.035,0.7509999999999999,0.0853,0.731
Sofia Puche,Nocturne núm. 2 en si major,4QUIOAKrMDqyxLq29OM6GZ,11,1,-19.238,0.247,0.0778,77.902,0.878,0.113,0.17300000000000001
Edward Elgar,Three Bavarian Dances Op. 27: III. The Marksman (Bei Murnau) (Allegro vivace),2AEyRLzgTNCyxKyUrI730L,7,1,-13.769,0.225,0.336,78.822,0.843,0.0588,0.261
Los Caballeros De La Quema,Fulanos De Nadie,3riky2BtRX9TeZJHEHE5Eq,4,1,-5.531000000000001,0.6809999999999999,0.6890000000000001,117.59899999999999,0.0,0.126,0.5920000000000001
Ruper Ordorika,Belauniko,6vl1kEadTuKZjrqWVpkZH3,0,1,-6.837999999999999,0.598,0.435,96.375,0.0,0.158,0.6829999999999999
Sonido Gallo Negro,Vírgenes del Sol,56LzYCXQugiqae1o34QNiI,9,0,-6.026,0.423,0.616,95.928,1.19e-06,0.941,0.805
Loretta Lynn,This Old House,6i6lF169xWB0Ng0qEEtDX4,10,1,-8.152999999999999,0.466,0.652,170.209,0.0,0.26,0.392
Rustie,Paradise Stone,2ZrYQB5WFz4uLjbP8bAGZj,3,0,-12.533,0.392,0.0726,98.911,0.0123,0.281,0.529
Michaela Melián,Buchberg,1o1r9MaVmHu1kKH6AsEJc8,3,1,-24.018,0.223,0.193,104.977,0.893,0.0968,0.149
Oddisee,Hip Hop's Cool Again - Instrumental,1fqiOWfewao2zV86TqT0lW,6,0,-9.863,0.562,0.5379999999999999,91.869,0.922,0.115,0.653
Dan Brown,Das verlorene Symbol - Teil 54,2SbOGm99axvvFWT0rstldR,11,0,-17.192999999999998,0.627,0.6890000000000001,169.602,0.0,0.0664,0.373
Ty Segall,Shoot You in the Head,5O8QunqJR4bsR5G6gwjgzg,11,0,-8.466000000000001,0.465,0.33799999999999997,152.35399999999998,0.715,0.0886,0.7190000000000001
Greyboy,Missin' Something (feat. Shawn Lee),09uepOe7bm19aaeh7morTI,7,0,-7.263999999999999,0.8109999999999999,0.732,100.98100000000001,0.61,0.0665,0.54
Leæther Strip,Turmoil - Halo in Reverse Remix,5sh71tVGQJihppiglu0AP9,11,1,-10.732999999999999,0.534,0.85,133.007,0.731,0.365,0.831
Lonesound,Lisa Settled Down,754UMRFEqB0OEMc2isrl0K,1,1,-6.872999999999999,0.546,0.871,151.994,2.97e-06,0.11199999999999999,0.7879999999999999
The Jon Spencer Blues Explosion,Greyhound Part 2 (GZA mix),4ttrVMil4JKZgpCb3cddMi,1,1,-7.364,0.598,0.512,160.502,0.0157,0.22899999999999998,0.795
The Little Monsters,Marry the Night (Instrumental Version),7jD6arCWZod1710QlDV9Fo,0,1,-5.886,0.639,0.418,130.998,0.818,0.195,0.9359999999999999
Social Distortion,Road Zombie,2HHpverJXeG0zl9qRJC6FH,10,1,-3.633,0.341,0.184,149.05700000000002,0.9470000000000001,0.11699999999999999,0.993
Xtreme,Hiliana,4cdo4boMo1Qs4vsy5rHyFk,9,0,-5.064,0.7709999999999999,0.9059999999999999,126.02799999999999,0.0,0.0757,0.6409999999999999
Toti Soler / Ester Formosa,Vinyes Verdes,5HlnKfyQMZa8KTzifRA9p1,6,0,-13.293,0.7490000000000001,0.573,97.28299999999999,0.00487,0.10099999999999999,0.21899999999999997
Crankshaft and the Gear Grinders,Junkyard Rhythm,3Yw1qN9MFFGUtpyqpKaSAo,0,1,-8.11,0.546,0.7390000000000001,113.851,0.833,0.264,0.682
Sound Effects,Boat Start-Stop,6fOACtIX7xfdf7RVpItNAA,11,0,-24.058000000000003,0.584,0.669,75.618,0.841,0.382,0.38
Marc Anthony,Y Sigues Siendo Tu,7LzJgG9R9OTgbiDXR0NQtY,5,0,-13.15,0.28300000000000003,0.157,169.863,0.00022799999999999999,0.177,0.201
Tenishia,A New Dream - Radio Edit,4t2AUSPoafjeT5QynZarpy,2,1,-6.563,0.65,0.10300000000000001,131.997,0.133,0.48200000000000004,0.768
Stick To Your Guns,"For the Kids, By the Kids",1Eju8rEMTRN3FgllP9B59p,0,1,-2.8710000000000004,0.287,0.32799999999999996,110.12,0.815,0.22699999999999998,0.9620000000000001
Shiny Toy Guns,Le Disko - Ferry Corsten Mix,7KXsQTlZAi90OAB4QEzraL,4,0,-9.193999999999999,0.7070000000000001,0.313,128.01,0.109,0.0674,0.589
Maylene And The Sons Of Disaster,Tale Of The Runaways,2U9N9BeGSNbA11FEMQoPBw,9,0,-3.6639999999999997,0.515,0.29,120.046,0.000724,0.249,0.6509999999999999
Johann Sebastian Bach,"Brich dem Hungrigen dein Brot, BWV 39: Part I: Aria: Seinem Schopfer noch auf Erden (Alto)",5qMUqIHzPq4gkuGckDUZBO,4,1,-26.418000000000003,0.35100000000000003,0.39799999999999996,122.07600000000001,7.32e-05,0.177,0.0509
Macho,Sale el Sol (Bambalú Bambalú),1z3HQQZW89DtG2APJW7Z73,2,1,-3.245,0.158,0.183,162.065,2.45e-05,0.349,0.995
Claude Debussy,Children's Ballet - Après fortune faite,2MkFLRdVjZWCAqNoLEsPSD,3,1,-14.878,0.26,0.0996,123.427,0.705,0.256,0.159
The Stone Foxes,I'm A King Bee,14vst2Dkr7OkYyzf1fftLu,5,0,-8.074,0.451,0.494,76.176,0.14300000000000002,0.10400000000000001,0.532
Christophe Maé,La Rumeur,7JanbZJiuhsZgTFAItTvZL,9,1,-8.607000000000001,0.6779999999999999,0.345,92.027,1.11e-05,0.0857,0.45299999999999996
Helvetia,Can't Stay Off,4zMm1KEj8u3K5EOT2ERMEp,7,1,-9.248,0.568,0.75,125.62700000000001,0.9640000000000001,0.129,0.972
Bravo Fisher!,Go Back to Spain,0Ya4MeHMohYnz6s3FHWMip,8,1,-8.387,0.486,0.643,80.028,0.0518,0.138,0.78
Ace Karaoke,Underdog - In The Style Of 'Kasabian' - With Backing Vocals,52nPugxTum5ec2BcNWzyQH,10,1,-5.843999999999999,0.298,0.447,131.616,0.6829999999999999,0.24100000000000002,0.706
Drakum,Around the Oak,2F92QHFTrK4Kl6gkkeShtb,9,0,-2.128,0.327,0.33299999999999996,89.96700000000001,0.0317,0.301,0.948
Manolo Monterrey,Llegan las Navidades,2tVlKCCziBrieXjsTe3PUL,4,1,-8.874,0.601,0.8109999999999999,130.234,2.3e-05,0.239,0.6859999999999999
Dave Barnes,I Have and Always Will,4GNI0FGIK8NsItHhnk9HQW,8,1,-14.905,0.617,0.22699999999999998,92.90100000000001,2.49e-06,0.11,0.0923
Frank Turner,"Love, Ire And Song - Live",6ZH9sgzHXUTfNne2v3GiNe,5,1,-6.957999999999999,0.281,0.41600000000000004,190.226,0.0,0.685,0.643
Leghau,Capodanno A Roma - Original Mix,6P7qMMW7R1GTRqSL4bUuvr,7,1,-12.57,0.807,0.19,129.99,0.951,0.0806,0.89
Sol Okarina,Calypso Town,1CD68FiXawt6ulyPU767Cy,6,0,-4.83,0.722,0.456,111.015,0.00364,0.24600000000000002,0.9209999999999999
Will Evans,Emaline,3VDQWj3Wby36j3Vj2hGwEV,0,1,-6.965,0.546,0.374,78.798,0.00016,0.10800000000000001,0.628
Rich Spina,Passionately Patient,7Emt4r1BRXUoHESN0oR95Q,0,1,-7.666,0.785,0.653,110.00299999999999,0.000472,0.0999,0.629
Sivion,Lyrical Combat,0uZ40jphLL4hFPcetplvJZ,8,1,-7.199,0.659,0.6940000000000001,95.788,0.0,0.129,0.8340000000000001
Bebo Valdés,Siboney (Lamento Chá),0g3mrB2cRGJMl9RTxcvfYp,5,0,-9.576,0.5589999999999999,0.428,121.67399999999999,0.608,0.10800000000000001,0.391
American Country Hits,Heart Like Mine (Dance Remix),4jlSGRIPSFjQLSyFWmli3F,1,1,-5.3260000000000005,0.478,0.826,155.053,0.0227,0.965,0.879
Self Deception,Over the Threshold (Album),4Dc57QGIB4sz0y9QTVpv13,8,1,-4.324,0.544,0.469,95.01899999999999,0.0,0.0754,0.9690000000000001
Mandisa,True Beauty,0aqj3BcKLDTxVQx0BjWApS,10,0,-2.543,0.785,0.735,94.945,0.0,0.0445,0.522
Christian Burns,We Are Tonight - Walden Remix,4alXfbnV3qchXN6fBCBDXw,3,0,-6.228,0.598,0.36,127.976,0.00352,0.0841,0.805
Eternal Classic Audio Books,Sense and Sensibility (Chapter 9),505iFyQadkQ6s7t3QqF1gT,1,1,-17.244,0.647,0.598,88.06,0.0,0.255,0.174
